25 10 2017,0.00,5.85
26 10 2017,0.00,6.32
27 10 2017,0.00,8.35
28 10 2017,0.00,10.21
29 10 2017,0.00,8.44
30 10 2017,0.00,8.34
31 10 2017,0.00,9.08
01 11 2017,0.00,5.62
02 11 2017,0.00,8.47
03 11 2017,0.00,9.51
04 11 2017,0.00,12.57
05 11 2017,0.00,9.89
06 11 2017,0.00,6.96
07 11 2017,0.00,5.46
08 11 2017,0.00,2.37
09 11 2017,0.00,7.18
10 11 2017,15.06,9.41
11 11 2017,0.00,5.96
12 11 2017,0.00,4.09
13 11 2017,0.00,7.08
14 11 2017,0.00,8.05
15 11 2017,0.00,4.30
16 11 2017,0.00,13.41
17 11 2017,2.26,15.40
18 11 2017,0.00,4.15
19 11 2017,0.00,3.55
20 11 2017,0.00,3.07
21 11 2017,0.00,14.60
22 11 2017,0.00,19.44
23 11 2017,0.00,12.98
24 11 2017,0.00,13.70
25 11 2017,0.00,7.66
26 11 2017,0.00,8.88
27 11 2017,0.00,9.65
28 11 2017,0.00,5.30
29 11 2017,0.00,6.86
30 11 2017,0.00,5.30
01 12 2017,0.00,8.20
02 12 2017,0.00,6.99
03 12 2017,0.00,7.75
04 12 2017,0.00,4.42
05 12 2017,2.34,4.11
06 12 2017,0.00,5.53
07 12 2017,0.00,2.43
08 12 2017,0.00,5.55
09 12 2017,0.00,2.91
10 12 2017,0.00,2.39
11 12 2017,0.00,2.48
12 12 2017,0.00,2.28
13 12 2017,0.00,2.33
14 12 2017,0.00,5.35
15 12 2017,0.00,4.48
16 12 2017,0.00,7.57
17 12 2017,0.00,3.45
18 12 2017,0.00,7.07
19 12 2017,0.00,8.29
20 12 2017,0.00,6.82
21 12 2017,0.00,2.74
22 12 2017,0.00,2.96
23 12 2017,0.00,10.22
24 12 2017,0.00,4.38
25 12 2017,0.00,12.74
26 12 2017,0.00,5.86
27 12 2017,0.00,3.93
28 12 2017,0.00,6.38
29 12 2017,0.00,4.98
30 12 2017,0.00,3.62
31 12 2017,0.00,8.79
